multiplex	node	score
Orpha_layer	ORPHA:2108	1.1265480894063264e-05
Orpha_layer	HP:0000347	1.1037386662088328e-05
Orpha_layer	ORPHA:1882	1.0996891410545076e-05
Orpha_layer	ORPHA:177907	1.097755897071624e-05
Orpha_layer	ORPHA:66625	1.0931887763102413e-05
Orpha_layer	ORPHA:77258	1.0835090663413416e-05
Orpha_layer	ORPHA:1968	1.0707566464118824e-05
Orpha_layer	ORPHA:261318	1.057557015888484e-05
Orpha_layer	ORPHA:199	1.0452444255911952e-05
Orpha_layer	ORPHA:3107	1.0443011495684038e-05
Orpha_layer	ORPHA:534	1.0413521442211345e-05
Orpha_layer	ORPHA:363528	1.0350062278896091e-05
Orpha_layer	ORPHA:1896	1.0319720933476768e-05
Orpha_layer	ORPHA:192	1.0256325017438366e-05
Orpha_layer	HP:0002650	1.021530260955896e-05
Orpha_layer	ORPHA:75496	1.0032301254925013e-05
Orpha_layer	ORPHA:178303	9.815262862096781e-06
Orpha_layer	ORPHA:480880	9.792021225483987e-06
Orpha_layer	ORPHA:1974	9.72770922663639e-06
Orpha_layer	ORPHA:567	9.680622947617744e-06
Orpha_layer	ORPHA:181	9.618913535979727e-06
Orpha_layer	ORPHA:391408	9.48495864571734e-06
Orpha_layer	ORPHA:280633	9.466687727945742e-06
Orpha_layer	ORPHA:828	9.451977429147024e-06
Orpha_layer	ORPHA:251014	9.385166716735409e-06
Orpha_layer	ORPHA:2616	9.35599736928908e-06
Orpha_layer	ORPHA:1340	9.345642338064357e-06
Orpha_layer	ORPHA:1465	9.342376772491817e-06
Orpha_layer	ORPHA:800	9.178664667629366e-06
Orpha_layer	ORPHA:870	9.135686679554921e-06
Orpha_layer	HP:0000028	9.12637625345992e-06
Orpha_layer	ORPHA:915	9.030897968758521e-06
Orpha_layer	ORPHA:3455	8.94135760496229e-06
Orpha_layer	ORPHA:109	8.937560697964142e-06
Orpha_layer	ORPHA:251028	8.920034598482324e-06
Orpha_layer	ORPHA:319182	8.84467361827244e-06
Orpha_layer	ORPHA:73246	8.837942392483889e-06
Orpha_layer	ORPHA:2985	8.811600563523902e-06
Orpha_layer	ORPHA:955	8.809314572950352e-06
Orpha_layer	ORPHA:1699	8.778270471137008e-06
Orpha_layer	ORPHA:2152	8.75055664542879e-06
Orpha_layer	ORPHA:2232	8.720941182474287e-06
Orpha_layer	ORPHA:904	8.693542996691728e-06
Orpha_layer	ORPHA:55654	8.643002324453425e-06
Orpha_layer	ORPHA:487796	8.593069847520041e-06
Orpha_layer	ORPHA:113	8.580504862566786e-06
Orpha_layer	ORPHA:2722	8.552560731462404e-06
Orpha_layer	ORPHA:1507	8.531684767367757e-06
Orpha_layer	ORPHA:2745	8.515664943448255e-06
Orpha_layer	ORPHA:247262	8.51356963271931e-06
Orpha_layer	HP:0000286	8.477161953439875e-06
Orpha_layer	ORPHA:420561	8.389930032008241e-06
Orpha_layer	ORPHA:371364	8.348068781745338e-06
Orpha_layer	ORPHA:293987	8.34638968242228e-06
Orpha_layer	ORPHA:2036	8.328341554252855e-06
Orpha_layer	ORPHA:2058	8.236339223502951e-06
Orpha_layer	ORPHA:66629	8.228810206601958e-06
Orpha_layer	ORPHA:79500	8.01380275407309e-06
Orpha_layer	ORPHA:508488	7.855722261732886e-06
Orpha_layer	HP:0000431	7.849987845037411e-06
Orpha_layer	ORPHA:96092	7.832203752502103e-06
Orpha_layer	ORPHA:96169	7.792278791669164e-06
Orpha_layer	ORPHA:391372	7.788284544047855e-06
Orpha_layer	ORPHA:3380	7.774126038808026e-06
Orpha_layer	ORPHA:488632	7.724659780435812e-06
Orpha_layer	ORPHA:438216	7.64508637761325e-06
Orpha_layer	ORPHA:3041	7.577339955502597e-06
Orpha_layer	ORPHA:444077	7.519152633358482e-06
Orpha_layer	ORPHA:813	7.500212365834782e-06
Orpha_layer	HP:0000175	7.424559013322514e-06
Orpha_layer	ORPHA:261323	7.4200412130843835e-06
Orpha_layer	ORPHA:96148	7.391870231040714e-06
Orpha_layer	ORPHA:2332	7.375159444277832e-06
Orpha_layer	HP:0000494	7.333952267628265e-06
Orpha_layer	ORPHA:453504	7.3241514760477335e-06
Orpha_layer	ORPHA:352665	7.3241514760477335e-06
Orpha_layer	ORPHA:261337	7.316399560224536e-06
Orpha_layer	ORPHA:2273	7.297626167106116e-06
Orpha_layer	ORPHA:457279	7.286204362559511e-06
Orpha_layer	ORPHA:235	7.281988970135278e-06
Orpha_layer	ORPHA:79328	7.23288370889734e-06
Orpha_layer	ORPHA:50814	7.231378056186087e-06
Orpha_layer	ORPHA:1458	7.2109502309522185e-06
Orpha_layer	ORPHA:2962	7.149096030248426e-06
Orpha_layer	ORPHA:79318	7.096372528115633e-06
Orpha_layer	ORPHA:3164	7.091675506329773e-06
Orpha_layer	HP:0005280	7.072723026998683e-06
Orpha_layer	ORPHA:2316	7.071547399736466e-06
Orpha_layer	ORPHA:647	7.050497990050496e-06
Orpha_layer	ORPHA:634	7.038060849109184e-06
Orpha_layer	ORPHA:1780	7.033592425896885e-06
Orpha_layer	ORPHA:96170	7.033309058210879e-06
Orpha_layer	ORPHA:139474	7.022064943394973e-06
Orpha_layer	ORPHA:261552	6.999386250018146e-06
Orpha_layer	ORPHA:1620	6.993891090236159e-06
Orpha_layer	ORPHA:1028	6.9874341629805705e-06
Orpha_layer	ORPHA:1810	6.964513616326727e-06
Orpha_layer	ORPHA:487825	6.957744045195229e-06
Orpha_layer	ORPHA:404440	6.957485914905919e-06
Orpha_layer	ORPHA:477	6.942224692526246e-06
Orpha_layer	ORPHA:3134	6.9055505187590235e-06
Orpha_layer	ORPHA:1519	6.895340730944401e-06
Orpha_layer	ORPHA:464738	6.872182713680814e-06
Orpha_layer	ORPHA:96201	6.871699656749815e-06
Orpha_layer	HP:0000218	6.810218260695395e-06
Orpha_layer	ORPHA:59303	6.756374156566112e-06
Orpha_layer	ORPHA:3361	6.7533119148490955e-06
Orpha_layer	ORPHA:2107	6.7524288877403765e-06
Orpha_layer	ORPHA:3163	6.725277068534641e-06
Orpha_layer	ORPHA:1515	6.722603948539563e-06
Orpha_layer	ORPHA:251019	6.6998174398125215e-06
Orpha_layer	ORPHA:500150	6.691900269080156e-06
Orpha_layer	ORPHA:1005	6.679000623525377e-06
Orpha_layer	ORPHA:505248	6.5960535055307445e-06
Orpha_layer	ORPHA:1389	6.574498834685879e-06
Orpha_layer	ORPHA:352577	6.561912801391142e-06
Orpha_layer	ORPHA:439822	6.560020674976373e-06
Orpha_layer	ORPHA:3051	6.558556602299685e-06
Orpha_layer	ORPHA:1812	6.524903199714019e-06
Orpha_layer	ORPHA:453499	6.484317750029451e-06
Orpha_layer	ORPHA:96264	6.474102400476042e-06
Orpha_layer	ORPHA:444072	6.466994871185424e-06
Orpha_layer	ORPHA:3242	6.466357083287823e-06
Orpha_layer	ORPHA:231137	6.446448261274004e-06
Orpha_layer	ORPHA:398069	6.441053553482589e-06
Orpha_layer	ORPHA:77301	6.38022538608777e-06
Orpha_layer	ORPHA:369837	6.342003252298488e-06
Orpha_layer	ORPHA:93473	6.327874217904199e-06
Orpha_layer	ORPHA:2315	6.302746543858917e-06
Orpha_layer	ORPHA:2162	6.279641676008624e-06
Orpha_layer	ORPHA:140936	6.279219854650445e-06
Orpha_layer	ORPHA:96149	6.266598737342871e-06
Orpha_layer	HP:0000369	6.24530383650837e-06
Orpha_layer	ORPHA:96263	6.225672075475797e-06
Orpha_layer	ORPHA:369891	6.203477629240774e-06
Orpha_layer	ORPHA:261537	6.184099748132333e-06
Orpha_layer	ORPHA:1707	6.180855518874189e-06
Orpha_layer	HP:0001999	6.15896144993952e-06
Orpha_layer	ORPHA:96147	6.155260122576235e-06
Orpha_layer	ORPHA:280	6.1487757041829425e-06
Orpha_layer	ORPHA:1327	6.148134969934341e-06
Orpha_layer	ORPHA:398079	6.140463066581101e-06
Orpha_layer	ORPHA:3309	6.138559729516079e-06
Orpha_layer	ORPHA:2059	6.134638070171145e-06
Orpha_layer	ORPHA:798	6.1337987110935215e-06
Orpha_layer	HP:0004209	6.125497816558253e-06
Orpha_layer	ORPHA:163649	6.109046984006123e-06
Orpha_layer	ORPHA:468678	6.0708442438622466e-06
Orpha_layer	ORPHA:2462	6.0631885034103275e-06
Orpha_layer	ORPHA:85293	6.055003617103192e-06
Orpha_layer	ORPHA:633	6.054286101813056e-06
Orpha_layer	ORPHA:357175	6.052426431479154e-06
Orpha_layer	HP:0001511	6.037842644675179e-06
Orpha_layer	ORPHA:508533	6.030738405642732e-06
Orpha_layer	ORPHA:466943	6.024273433610177e-06
Orpha_layer	ORPHA:1807	6.021821691982482e-06
Orpha_layer	ORPHA:1915	5.981408230650881e-06
Orpha_layer	ORPHA:1675	5.969164083983436e-06
Orpha_layer	ORPHA:2774	5.950903225957629e-06
Orpha_layer	ORPHA:357001	5.928851393913062e-06
Orpha_layer	ORPHA:84	5.917955173801758e-06
Orpha_layer	ORPHA:2308	5.911679255818247e-06
Orpha_layer	ORPHA:171929	5.906073626774996e-06
Orpha_layer	ORPHA:1438	5.872969004915647e-06
Orpha_layer	ORPHA:1106	5.865992758665771e-06
Orpha_layer	ORPHA:1185	5.851043350824717e-06
Orpha_layer	ORPHA:2429	5.815841487451069e-06
Orpha_layer	ORPHA:818	5.805103494225036e-06
Orpha_layer	ORPHA:2710	5.791315513858509e-06
Orpha_layer	ORPHA:464288	5.777476023167746e-06
Orpha_layer	ORPHA:1051	5.772536101281468e-06
Orpha_layer	HP:0000365	5.765294297149561e-06
Orpha_layer	ORPHA:238750	5.75543823651143e-06
Orpha_layer	ORPHA:363965	5.750287006511789e-06
Orpha_layer	ORPHA:363958	5.750287006511789e-06
Orpha_layer	ORPHA:397709	5.711494934686731e-06
Orpha_layer	ORPHA:261112	5.693705374558872e-06
Orpha_layer	ORPHA:1466	5.683779522047971e-06
Orpha_layer	HP:0001156	5.6542893802617826e-06
Orpha_layer	ORPHA:238769	5.591418504679306e-06
Orpha_layer	ORPHA:127	5.5800510876879715e-06
Orpha_layer	ORPHA:1308	5.578627926720653e-06
Orpha_layer	ORPHA:459070	5.570542414116327e-06
Orpha_layer	ORPHA:96176	5.564974953997475e-06
Orpha_layer	ORPHA:502	5.562980984453012e-06
Orpha_layer	ORPHA:357074	5.548127817112454e-06
Orpha_layer	ORPHA:782	5.547937763486367e-06
Orpha_layer	ORPHA:1064	5.540805855204362e-06
Orpha_layer	ORPHA:1328	5.529184909924592e-06
Orpha_layer	ORPHA:7	5.528073523378133e-06
Orpha_layer	ORPHA:1695	5.5079522127569615e-06
Orpha_layer	ORPHA:10	5.5079087305678775e-06
Orpha_layer	ORPHA:536471	5.5048665696665105e-06
Orpha_layer	ORPHA:363611	5.491172251107469e-06
Orpha_layer	ORPHA:1942	5.487150191113272e-06
Orpha_layer	ORPHA:457193	5.45210308065538e-06
Orpha_layer	ORPHA:43393	5.450208244044818e-06
Orpha_layer	ORPHA:477993	5.4446025944262535e-06
Orpha_layer	ORPHA:1272	5.4441585697394406e-06
Orpha_layer	ORPHA:2995	5.4280336864445745e-06
Orpha_layer	ORPHA:42	5.424089349038572e-06
Orpha_layer	ORPHA:73272	5.418002846691671e-06
Orpha_layer	ORPHA:166272	5.394396349929149e-06
Orpha_layer	ORPHA:808	5.376384925062977e-06
Orpha_layer	ORPHA:2729	5.375186723358687e-06
Orpha_layer	ORPHA:2834	5.369520103657768e-06
Orpha_layer	ORPHA:75389	5.361504677833033e-06
Orpha_layer	ORPHA:264450	5.351493614136751e-06
Orpha_layer	ORPHA:140952	5.349166774205092e-06
Orpha_layer	ORPHA:452	5.342457502429726e-06
Orpha_layer	ORPHA:1806	5.3216462107953425e-06
Orpha_layer	ORPHA:819	5.312038453513839e-06
Orpha_layer	ORPHA:744	5.3104487828751605e-06
Orpha_layer	ORPHA:847	5.30998182079829e-06
Orpha_layer	ORPHA:363686	5.302953296323877e-06
Orpha_layer	ORPHA:2576	5.29731100469579e-06
Orpha_layer	ORPHA:158668	5.292490644434225e-06
Orpha_layer	ORPHA:313781	5.28585308302391e-06
Orpha_layer	ORPHA:3253	5.2847530342808485e-06
Orpha_layer	ORPHA:96182	5.2844663689520345e-06
Orpha_layer	ORPHA:1437	5.264270501422023e-06
Orpha_layer	ORPHA:1988	5.239698955036374e-06
Orpha_layer	HP:0000639	5.2376678728545395e-06
Orpha_layer	ORPHA:100976	5.2372283833660205e-06
Orpha_layer	ORPHA:672	5.2330444593072e-06
Orpha_layer	ORPHA:52503	5.232020460568733e-06
Orpha_layer	ORPHA:1596	5.22505031125494e-06
Orpha_layer	ORPHA:46059	5.220133989178289e-06
Orpha_layer	ORPHA:56304	5.204747317829178e-06
Orpha_layer	ORPHA:582	5.195674339736726e-06
Orpha_layer	ORPHA:364577	5.157287797737483e-06
Orpha_layer	ORPHA:561	5.120361426200366e-06
Orpha_layer	ORPHA:98813	5.111801150529706e-06
Orpha_layer	ORPHA:3166	5.069238779568929e-06
Orpha_layer	ORPHA:221016	5.059471895388627e-06
Orpha_layer	ORPHA:163746	5.041021430209093e-06
Orpha_layer	ORPHA:363705	5.015694427293896e-06
Orpha_layer	ORPHA:2479	5.012302165971532e-06
Orpha_layer	ORPHA:221008	5.010806541341035e-06
Orpha_layer	ORPHA:309282	5.0083469514564116e-06
Orpha_layer	ORPHA:821	4.992560122524437e-06
Orpha_layer	ORPHA:2896	4.9832235229767785e-06
Orpha_layer	ORPHA:2612	4.970912205468067e-06
Orpha_layer	ORPHA:228390	4.970647257441375e-06
Orpha_layer	ORPHA:352530	4.956905439722861e-06
Orpha_layer	ORPHA:495875	4.946968962234911e-06
Orpha_layer	ORPHA:2314	4.930403411397789e-06
Orpha_layer	HP:0000256	4.911821763058717e-06
Orpha_layer	HP:0000164	4.900813954282561e-06
Orpha_layer	ORPHA:2282	4.893447381461039e-06
Orpha_layer	ORPHA:3071	4.891947247541908e-06
Orpha_layer	ORPHA:238468	4.89084352807212e-06
Orpha_layer	ORPHA:2574	4.887002378970006e-06
Orpha_layer	ORPHA:353298	4.881288156067984e-06
Orpha_layer	ORPHA:217346	4.878774294293363e-06
Orpha_layer	HP:0000750	4.8760384683765025e-06
Orpha_layer	ORPHA:99688	4.865443968041304e-06
Orpha_layer	HP:0001508	4.86536978895087e-06
Orpha_layer	ORPHA:1545	4.843851478768776e-06
Orpha_layer	ORPHA:1563	4.8422534854345244e-06
Orpha_layer	HP:0000518	4.818873379946555e-06
Orpha_layer	HP:0000407	4.804449809706233e-06
Orpha_layer	ORPHA:3063	4.790639243677295e-06
Orpha_layer	ORPHA:1672	4.775824728505522e-06
Orpha_layer	ORPHA:1299	4.750626420801155e-06
Orpha_layer	ORPHA:324	4.749506870818937e-06
Orpha_layer	ORPHA:228402	4.740900258084052e-06
Orpha_layer	ORPHA:233	4.727177603578339e-06
Orpha_layer	ORPHA:397941	4.7131100109735775e-06
Orpha_layer	ORPHA:1517	4.708381731028157e-06
Orpha_layer	ORPHA:1425	4.705726209670565e-06
Orpha_layer	ORPHA:314655	4.698788606952616e-06
Orpha_layer	ORPHA:2750	4.685132640963231e-06
Orpha_layer	ORPHA:457359	4.678649731929942e-06
Orpha_layer	ORPHA:411986	4.67370490145498e-06
Orpha_layer	ORPHA:93950	4.66318658048796e-06
Orpha_layer	ORPHA:373	4.662253278729368e-06
Orpha_layer	ORPHA:1193	4.6603995007012075e-06
Orpha_layer	ORPHA:85201	4.655178356116726e-06
Orpha_layer	HP:0000368	4.652660939397122e-06
Orpha_layer	ORPHA:163956	4.651155617326621e-06
Orpha_layer	ORPHA:466791	4.643278684038301e-06
Orpha_layer	ORPHA:2484	4.637326076325945e-06
Orpha_layer	ORPHA:420179	4.635255449589479e-06
Orpha_layer	ORPHA:2538	4.624976991130036e-06
Orpha_layer	ORPHA:435638	4.618769444120728e-06
Orpha_layer	ORPHA:3219	4.61570509292658e-06
Orpha_layer	ORPHA:3474	4.61449031429557e-06
Orpha_layer	ORPHA:228399	4.611503648948617e-06
Orpha_layer	ORPHA:168572	4.598677925500932e-06
Orpha_layer	ORPHA:85321	4.596913459925352e-06
Orpha_layer	ORPHA:363659	4.590496722898582e-06
Orpha_layer	ORPHA:438178	4.59040824233738e-06
Orpha_layer	ORPHA:1762	4.583035785712823e-06
Orpha_layer	ORPHA:96121	4.5688664393023614e-06
Orpha_layer	ORPHA:261236	4.559046753832528e-06
Orpha_layer	ORPHA:1231	4.551593741259862e-06
Orpha_layer	ORPHA:457395	4.5512134370695584e-06
Orpha_layer	ORPHA:369950	4.5381289323268e-06
Orpha_layer	ORPHA:177901	4.534066919295613e-06
Orpha_layer	ORPHA:85278	4.526358718364004e-06
Orpha_layer	ORPHA:2963	4.5169469782097345e-06
Orpha_layer	ORPHA:2780	4.515802562966264e-06
Orpha_layer	ORPHA:589905	4.512703865819441e-06
Orpha_layer	ORPHA:505237	4.511397353791356e-06
Orpha_layer	ORPHA:457485	4.508701005117735e-06
Orpha_layer	ORPHA:2471	4.502219905770944e-06
Orpha_layer	ORPHA:1912	4.487592430510618e-06
Orpha_layer	ORPHA:157973	4.483967856375735e-06
Orpha_layer	ORPHA:2050	4.48275703093016e-06
Orpha_layer	ORPHA:488642	4.477781476406123e-06
Orpha_layer	ORPHA:1292	4.474527563560028e-06
Orpha_layer	ORPHA:228384	4.464012399207839e-06
Orpha_layer	ORPHA:93357	4.463913297058067e-06
Orpha_layer	ORPHA:833	4.443788032956924e-06
Orpha_layer	ORPHA:1297	4.428838251899415e-06
Orpha_layer	ORPHA:1969	4.42740527139743e-06
Orpha_layer	HP:0001510	4.412136702928591e-06
Orpha_layer	ORPHA:1777	4.410671111346688e-06
Orpha_layer	ORPHA:94065	4.408864770426681e-06
Orpha_layer	HP:0002119	4.4070330370088665e-06
Orpha_layer	ORPHA:1225	4.4055614357202226e-06
Orpha_layer	ORPHA:466950	4.399839577531509e-06
Orpha_layer	ORPHA:1295	4.386703775003979e-06
Orpha_layer	ORPHA:276413	4.380847445785301e-06
Orpha_layer	HP:0030680	4.377340275452507e-06
Orpha_layer	ORPHA:506358	4.362557863131379e-06
Orpha_layer	ORPHA:79076	4.353137715252283e-06
Orpha_layer	ORPHA:1900	4.352253404430689e-06
Orpha_layer	ORPHA:329329	4.350516147295916e-06
Orpha_layer	ORPHA:648	4.349154733862214e-06
Orpha_layer	ORPHA:1240	4.341065927088145e-06
Orpha_layer	ORPHA:783	4.336381476294847e-06
Orpha_layer	ORPHA:1133	4.33604130723461e-06
Orpha_layer	ORPHA:3027	4.328323344953986e-06
Orpha_layer	ORPHA:48652	4.328140770255018e-06
Orpha_layer	ORPHA:1752	4.324988009234397e-06
Orpha_layer	ORPHA:2953	4.3203777678053594e-06
Orpha_layer	ORPHA:2872	4.3154631309132086e-06
Orpha_layer	HP:0000248	4.307489737857631e-06
Orpha_layer	ORPHA:96334	4.304018152560663e-06
Orpha_layer	ORPHA:1946	4.286382110133113e-06
Orpha_layer	ORPHA:65286	4.2784982149821706e-06
Orpha_layer	ORPHA:950	4.277994069900568e-06
Orpha_layer	ORPHA:1188	4.270978980124274e-06
Orpha_layer	ORPHA:2015	4.261603291094723e-06
Orpha_layer	ORPHA:250977	4.251138168161111e-06
Orpha_layer	ORPHA:466926	4.246302977079298e-06
Orpha_layer	HP:0000400	4.24464504045042e-06
Orpha_layer	ORPHA:349	4.2411829289087715e-06
Orpha_layer	ORPHA:79134	4.232516335815533e-06
Orpha_layer	ORPHA:313	4.230184176844043e-06
Orpha_layer	ORPHA:63442	4.2283427616914e-06
Orpha_layer	HP:0000233	4.222817697406815e-06
Orpha_layer	ORPHA:264200	4.218330939344171e-06
Orpha_layer	ORPHA:261250	4.205740274098167e-06
Orpha_layer	ORPHA:2025	4.202577978342896e-06
Orpha_layer	ORPHA:46	4.193664044449627e-06
Orpha_layer	ORPHA:90321	4.19234219150909e-06
Orpha_layer	ORPHA:1895	4.188999169716414e-06
Orpha_layer	ORPHA:93932	4.185513738542174e-06
Orpha_layer	ORPHA:50812	4.181559771409718e-06
Orpha_layer	ORPHA:261120	4.179265435064266e-06
Orpha_layer	ORPHA:261144	4.173758451774838e-06
Orpha_layer	ORPHA:286	4.170896656521323e-06
Orpha_layer	ORPHA:284160	4.1635823573395345e-06
Orpha_layer	ORPHA:2863	4.1553567950227125e-06
Orpha_layer	ORPHA:93299	4.137212568066994e-06
Orpha_layer	ORPHA:97360	4.133207670692054e-06
Orpha_layer	ORPHA:293843	4.13279073277175e-06
Orpha_layer	ORPHA:508498	4.1280849274563335e-06
Orpha_layer	ORPHA:3255	4.122561884830803e-06
Orpha_layer	ORPHA:93298	4.107933787315225e-06
Orpha_layer	ORPHA:2909	4.1027220826458025e-06
Orpha_layer	ORPHA:1784	4.095882033196431e-06
Orpha_layer	ORPHA:261290	4.0923441842177814e-06
Orpha_layer	ORPHA:59315	4.087451279804995e-06
Orpha_layer	ORPHA:50810	4.086032307353901e-06
Orpha_layer	ORPHA:2990	4.076365364522159e-06
Orpha_layer	ORPHA:83	4.07535972240831e-06
Orpha_layer	ORPHA:50945	4.064114146953189e-06
Orpha_layer	ORPHA:3157	4.048083389025363e-06
Orpha_layer	ORPHA:932	4.042227167647229e-06
Orpha_layer	ORPHA:354	4.028703916973211e-06
Orpha_layer	ORPHA:2512	4.0224918250026465e-06
Orpha_layer	ORPHA:910	4.022079872787627e-06
Orpha_layer	ORPHA:3379	4.011028111753614e-06
Orpha_layer	ORPHA:3339	3.993542706161492e-06
Orpha_layer	ORPHA:284180	3.978518844046573e-06
Orpha_layer	ORPHA:2526	3.976986836321616e-06
Orpha_layer	ORPHA:98863	3.97693557556035e-06
Orpha_layer	HP:0002209	3.965409396532985e-06
Orpha_layer	ORPHA:35107	3.9653568995138955e-06
Orpha_layer	ORPHA:576283	3.954320696839698e-06
Orpha_layer	ORPHA:578	3.952085293791642e-06
Orpha_layer	ORPHA:912	3.942433298615379e-06
Orpha_layer	ORPHA:1662	3.937147768623946e-06
Orpha_layer	ORPHA:85199	3.93565334351724e-06
Orpha_layer	ORPHA:1842	3.931317159980859e-06
Orpha_layer	ORPHA:250989	3.927576805769649e-06
Orpha_layer	ORPHA:2636	3.926919582366795e-06
Orpha_layer	ORPHA:329224	3.921323841863173e-06
Orpha_layer	ORPHA:250999	3.91914793021204e-06
Orpha_layer	ORPHA:2072	3.912689215985048e-06
Orpha_layer	ORPHA:3206	3.904999144560967e-06
Orpha_layer	ORPHA:536467	3.903010788009063e-06
Orpha_layer	HP:0000545	3.899720370491945e-06
Orpha_layer	ORPHA:2251	3.897021326110206e-06
Orpha_layer	ORPHA:2228	3.89379737358141e-06
Orpha_layer	ORPHA:505652	3.889483336316527e-06
Orpha_layer	ORPHA:1787	3.88425006032853e-06
Orpha_layer	ORPHA:401777	3.878992663214397e-06
Orpha_layer	ORPHA:254525	3.877936275391686e-06
Orpha_layer	ORPHA:289522	3.869870555263988e-06
Orpha_layer	HP:0001629	3.867328661915682e-06
Orpha_layer	ORPHA:3338	3.859386854334352e-06
Orpha_layer	ORPHA:2898	3.854254187586092e-06
Orpha_layer	ORPHA:79113	3.849923602151995e-06
Orpha_layer	ORPHA:1660	3.849565551743337e-06
Orpha_layer	ORPHA:93271	3.844094221050256e-06
Orpha_layer	ORPHA:281	3.838951468149214e-06
Orpha_layer	HP:0001251	3.830038889711424e-06
Orpha_layer	ORPHA:1702	3.8270505229716205e-06
Orpha_layer	ORPHA:401935	3.818417723420314e-06
Orpha_layer	HP:0000160	3.8120372368961813e-06
Orpha_layer	ORPHA:480907	3.799263354282057e-06
Orpha_layer	ORPHA:40	3.7963078115838497e-06
Orpha_layer	ORPHA:447980	3.7943989498685086e-06
Orpha_layer	ORPHA:434179	3.7913659611928663e-06
Orpha_layer	ORPHA:1358	3.7724524659475687e-06
Orpha_layer	ORPHA:97229	3.771000615032477e-06
Orpha_layer	ORPHA:1580	3.7653431693983244e-06
Orpha_layer	ORPHA:52	3.7636869869677297e-06
Orpha_layer	ORPHA:1035	3.7583813160126816e-06
Orpha_layer	ORPHA:1488	3.7531975371281533e-06
Orpha_layer	ORPHA:3080	3.750048861524947e-06
Orpha_layer	ORPHA:1825	3.7471829233702816e-06
Orpha_layer	ORPHA:228396	3.739239083952791e-06
Orpha_layer	HP:0000767	3.7355603987593015e-06
Orpha_layer	ORPHA:276630	3.7329135397727668e-06
Orpha_layer	HP:0000047	3.7324423996940395e-06
Orpha_layer	ORPHA:521308	3.7320285674723576e-06
Orpha_layer	ORPHA:2077	3.718108492218337e-06
Orpha_layer	ORPHA:263508	3.713075272886319e-06
Orpha_layer	ORPHA:2879	3.7109684680041192e-06
Orpha_layer	ORPHA:2215	3.709604358983721e-06
